joint1,joint2,joint3,joint4,joint5,joint6,joint7,joint8,joint9,joint10,joint11,joint12
9.363355,6.0227103,7.2595596,5.436756,11.661277,4.9208307,4.3622026,8.134511,9.962298,13.925851,7.393867,9.259662
10.413399,10.202083,9.107353,6.63484,5.5743012,8.154469,9.335161,9.956647,7.1318216,5.5334916,8.978119,9.834942
7.137336,6.896862,5.908155,6.1810675,1.8329535,1.6839335,5.1240196,2.711804,9.765118,2.029175,5.860526,6.930367
9.390689,14.879461,10.018777,13.103698,6.7895017,13.778904,14.596759,11.351354,7.014418,7.493483,12.342742,17.797375
17.277584,17.740664,6.9191875,8.236639,11.978016,10.862943,9.564187,9.895412,7.9554834,11.759565,9.346218,14.2869005
14.037967,21.295315,11.431771,10.526377,14.8042145,17.095964,6.871727,9.401979,12.806274,10.677158,7.413188,19.533886
13.878079,17.067486,6.287484,9.082286,5.9926457,12.771456,8.129484,7.562514,4.326064,6.72737,13.72918,12.807352
21.200684,27.245548,15.139444,12.304574,13.894211,9.843773,6.265097,9.47339,11.16955,12.213706,7.079249,18.953676
4.9047523,4.8949227,6.0288205,5.9871397,6.5993514,2.328716,5.992687,3.5011108,6.464909,3.1639512,2.224843,4.2196155
15.684185,10.673328,11.579599,12.691716,9.810282,9.768511,10.3441725,16.760662,9.976696,12.2679825,12.029805,15.707705
6.251865,8.643996,16.440357,8.880034,8.2603655,12.210281,8.054134,11.755533,11.342178,8.020756,14.916942,12.056884
20.325478,15.072851,12.828453,5.453339,8.497133,21.531712,7.945839,9.296988,8.121256,6.6628704,12.075631,11.141944
18.63895,17.188246,13.285999,18.078989,17.662897,10.221343,6.9898224,14.744717,15.382253,16.008345,10.571613,19.187183
3.1846712,6.6457605,4.525847,6.2382956,12.183585,4.606213,5.8643017,5.1611176,6.1735473,7.607807,3.5899515,8.580986
6.744864,8.375132,11.523851,7.4553347,7.3019547,9.3320465,6.2018833,11.559137,9.751276,12.327723,8.717334,17.32368
15.223682,8.474706,10.752718,12.222369,19.05761,9.279781,12.036676,10.005559,13.373503,10.315453,13.00317,15.003667
16.117788,22.691595,12.251252,14.069693,19.956646,9.150377,14.419801,10.728396,14.355535,10.029243,12.69348,19.987635
6.718177,13.801238,8.874264,7.5563054,6.063487,7.431201,11.97492,10.634406,8.061423,4.5555897,8.591241,9.393787
17.052425,25.471575,19.494558,13.100847,11.6650095,9.116047,10.261316,12.890584,12.715684,12.367931,15.634395,20.060377
17.601051,15.190301,11.135884,6.0704103,20.263615,10.8237295,8.323139,10.29034,5.9224,9.442035,11.718407,17.156456
8.024721,8.788956,7.530461,10.018978,3.709268,6.4117103,3.9460797,11.156291,8.289141,6.0678363,5.35389,8.810737
9.9614525,13.049498,14.79102,14.627699,10.464594,13.202124,17.235035,14.583746,7.1122255,6.4042826,13.612425,19.6249
26.065939,28.089622,16.228828,16.075031,12.577566,22.338924,12.347297,12.321534,17.912554,13.521449,15.966055,20.05758
10.818613,5.4713616,5.0275064,9.716244,4.9148088,4.591008,12.751974,9.89462,7.1990247,2.8791316,9.219751,4.1210318
11.279516,19.361717,15.588582,13.147471,15.284906,11.341283,19.08618,8.343342,20.069744,12.01943,17.248182,18.100618
3.6216114,5.4391437,4.9589596,3.1359968,4.8319716,5.6257463,10.091313,6.2487583,5.404139,4.784399,6.8952975,5.8218265
15.385643,19.051313,15.015047,9.770242,17.821999,8.649985,14.3977995,10.779677,7.8470054,11.915158,11.33063,13.057745
9.98289,6.601294,4.1395245,3.855492,2.5800216,3.0699766,4.559271,3.7878823,9.910926,7.890635,8.6845455,5.6028886
15.296379,14.957823,10.804112,8.386971,11.233152,12.4600115,8.545491,12.501294,5.994938,8.545882,12.65014,18.767569
16.349905,11.351419,11.97212,10.966827,19.74119,13.552131,10.12592,11.017069,14.829616,11.860343,17.49518,13.166092
7.628695,12.127693,8.630946,17.248066,16.098413,10.321246,17.357977,15.506893,8.764438,7.495359,15.428061,20.071682
10.3376875,16.849052,8.375761,12.9424,6.5130315,14.842689,11.6808195,10.037912,12.196637,6.1682878,13.867805,13.176573
16.062008,25.480316,11.848223,13.834673,12.84642,7.716091,11.320197,19.026865,6.4613466,8.621341,12.047305,15.676244
17.848902,19.305939,11.90451,16.009808,10.197062,8.766942,7.7396884,11.948562,8.962627,13.558685,11.479037,16.209158
5.234005,7.0916014,6.0475483,6.4391465,4.876194,5.237403,4.240474,3.3549476,5.4045196,2.6913822,7.2304883,6.8060784
12.903852,16.936153,11.002853,6.769127,7.779151,14.771806,13.549123,20.318098,7.598414,8.425516,11.02591,20.090502
17.968496,16.081081,12.304142,11.435104,21.874485,16.821869,8.322331,9.687083,16.50779,14.468822,8.88526,11.845387
5.4883375,7.158155,4.598603,9.6746025,5.913582,5.465558,5.3773384,9.061328,6.1084514,6.242096,10.133135,11.315065
6.8108826,7.0821342,13.682338,11.7190895,11.289344,9.882047,7.540619,16.926014,12.111003,4.928194,7.776334,17.626858
12.529366,15.723491,10.288626,17.950022,9.684142,13.670824,15.498766,8.510142,5.174505,7.0751367,10.423542,9.787089
16.818312,19.481522,10.361047,11.898007,9.269813,9.808215,10.190276,10.895088,3.5449352,9.640795,9.99908,16.816568
9.064946,13.373199,6.939075,5.7378755,3.4329295,4.222637,11.117173,3.1480005,7.506143,4.619755,8.022907,5.252613
11.329137,19.824389,13.392445,11.848811,8.201715,19.594875,7.767643,12.701928,10.527947,9.936479,13.322065,13.044497
11.946943,15.562342,7.07576,16.233301,7.6400046,10.940248,13.039157,9.349954,7.051904,7.699509,10.484575,15.021122
5.080883,10.941788,7.7917266,6.6509933,6.3721867,8.15433,8.492605,7.675439,10.646742,6.8923354,6.885815,7.0007057
7.333272,11.649639,4.8770227,6.7158103,4.756067,9.073462,11.97635,7.465264,10.497269,5.3082566,12.661354,6.1066604
7.1971107,5.371683,8.741482,7.8701878,11.365771,6.5969357,9.230735,7.9096923,12.072477,3.5888925,8.841123,7.962262
8.078457,14.487083,12.793058,11.643172,8.300399,14.039563,5.509366,5.970765,9.27956,9.283003,5.048736,7.718796
11.796169,11.804509,7.419689,12.25531,6.849745,7.094427,7.8691773,7.102451,6.558422,6.1419935,5.9325757,9.490682
13.89794,7.583348,18.554556,11.504007,21.55827,11.641798,11.407548,13.514034,12.962649,7.12577,12.2554035,13.356584
2.1696005,6.573917,5.200846,5.9548135,5.978255,8.310759,5.669038,4.009046,2.6733985,10.598969,5.0600085,9.934785
16.661434,16.286024,15.05742,11.975789,10.075972,11.492992,11.012085,11.37671,5.7501583,10.236982,12.088424,13.661181
5.358853,6.913697,5.4854517,7.1814094,5.286772,11.21114,10.128788,7.204918,10.247983,5.074745,7.406437,6.8519516
19.284044,26.672132,18.121365,16.504847,12.568912,20.046642,10.428025,13.41816,10.804497,12.745892,9.513754,19.875433
21.79954,19.961203,18.531439,16.581135,13.561661,20.639866,7.4654255,11.906521,10.398387,8.892191,13.574399,20.015202
4.576774,8.498942,7.0076327,5.92257,8.939441,6.948614,8.485038,11.976637,6.4014235,11.679333,10.651841,11.421889
6.434861,5.94871,8.660597,9.944993,7.541523,5.310148,6.230346,13.360886,8.897205,5.803783,9.578002,6.948587
9.329816,6.988869,6.767171,7.7135296,7.452246,5.5079274,5.2864485,4.5905685,6.3157005,3.4889529,3.4184432,8.4554615
19.026974,16.070255,10.249789,14.118717,18.15999,12.517306,13.112217,10.778217,9.254522,12.419629,12.344449,16.433882
5.4078336,8.2043295,5.6627293,5.94396,7.5738397,3.5935616,9.857512,3.3611827,6.0684123,2.0257707,8.336486,7.5404196
17.084238,14.831153,17.12714,12.45463,14.8883505,15.564215,10.753812,12.219617,11.754905,7.7313256,12.905654,17.485981
4.660644,2.131247,6.135096,5.7487235,2.699812,7.785989,5.692857,4.1466827,3.6934075,3.8836975,6.9929256,8.594637
10.564281,13.051581,11.231488,9.944086,10.370663,13.158035,13.709746,12.324312,9.815096,7.8533545,14.310227,17.378527
14.243683,11.12403,13.262793,10.71728,4.456139,2.863944,7.0820456,6.451341,4.04939,8.328831,3.5745664,8.667629
16.191221,11.238705,9.782003,13.099159,9.996408,10.125842,6.2447376,9.044871,5.1505685,9.295685,7.2712903,15.869081
17.685085,13.619697,8.603591,9.257675,13.096062,6.9482203,13.737694,12.321182,5.779835,7.7184024,13.644473,17.588915
5.7474594,5.707928,4.6360273,5.032378,3.2493925,6.443802,7.5727005,5.2873244,7.5994616,10.309594,7.199822,7.7322707
16.38831,16.895447,10.42469,7.900157,14.330044,12.15445,9.585985,10.879933,10.052603,7.565583,13.727044,17.70512
19.291828,14.658207,10.876586,15.9122505,17.368927,10.989436,9.153754,15.166884,11.887438,9.046353,14.233125,15.9466305
4.1000557,6.6991787,5.758731,4.0058284,6.266952,5.867795,7.5055494,1.9805696,8.071204,5.7673798,9.728431,9.875985
12.925311,7.5321684,10.942678,8.488649,8.895043,13.26215,13.712384,8.488869,5.4561906,12.22707,14.020753,11.741567
14.229652,15.319188,10.606062,11.019922,7.934233,9.45618,11.916266,12.296132,5.755483,8.900268,12.622033,15.103388
7.597998,14.623545,7.7764745,12.517159,9.802214,10.630762,8.7264185,9.579421,9.646544,18.457844,4.87558,7.765522
30.674442,26.289663,23.233864,24.249113,18.278717,20.221586,24.039392,11.416646,20.072706,18.018473,20.07779,18.242182
6.9756074,10.195479,4.8168774,4.848972,2.008915,3.9050004,3.3786812,3.927916,0.81635827,2.9706166,1.1133657,10.241912
9.423084,15.246838,9.2694,10.60132,5.559622,14.753116,8.253843,8.374857,4.8322096,5.62052,13.846699,12.357113
9.150506,13.897848,11.138761,8.360201,8.594841,22.918476,11.365605,9.168827,6.649632,9.330247,12.164994,12.823633
5.5921164,11.534695,7.8450546,7.1919603,4.6459436,5.663066,3.7778537,1.7531867,6.421364,13.013842,6.5471506,2.256405
15.620977,9.5551195,7.7889504,10.065124,14.127538,6.165764,7.642316,11.925593,15.743688,4.5827346,13.36283,19.352934
14.791746,12.781111,12.277451,9.864188,18.97194,9.744346,8.2556305,12.146659,7.25461,12.598305,13.12351,11.536939
28.896238,27.001953,19.44691,16.071667,12.954419,19.821783,9.109353,16.25952,18.772083,18.033869,10.991924,18.681145
12.416322,9.765697,9.492422,9.58015,13.523006,13.90722,19.565968,12.739403,13.912595,9.027446,13.957816,20.090815
4.4707327,7.3374104,7.7368617,9.624688,10.489039,8.936673,14.172501,11.480129,7.36176,7.2342315,10.084212,16.50806
15.945503,15.284091,9.644522,11.474934,10.646209,18.954441,13.144005,19.38148,11.673067,11.829306,12.44077,20.063936
14.024382,15.109504,13.037822,16.919847,17.757208,6.9951005,10.297036,14.931603,12.018792,6.4433513,12.379912,16.618736
29.646275,30.042007,21.048973,26.665693,27.17797,11.632547,26.961222,13.494483,20.082043,18.637032,20.072872,14.481761
9.901215,8.967983,11.289251,8.258475,7.6909533,11.308159,10.045673,10.53857,6.2208414,11.723075,6.7146006,11.074084
8.846361,5.168061,7.412294,11.679052,7.8849096,3.22599,9.121302,9.232502,10.779445,6.82091,6.8390927,2.1761634
4.9013104,11.890415,8.443754,7.955642,10.196383,12.608065,12.24723,7.861875,9.407609,18.127825,13.459915,11.755797
12.371713,16.992184,10.497563,11.351017,8.821887,13.647593,9.917875,8.074032,6.100761,8.787197,13.605082,10.991231
29.380644,23.428394,22.487602,18.847609,25.450933,24.229404,27.17352,13.985709,17.816803,17.444025,20.09128,20.07141
13.565033,11.054266,14.355212,13.176941,7.4488287,8.875536,7.1422663,9.259712,7.9245915,6.7393255,13.8061695,16.479721
14.531778,16.468622,11.284028,13.3637495,9.982581,15.621962,16.946566,13.091482,10.779007,13.056853,14.564761,17.492666
11.099977,5.4748836,5.785503,4.7729716,7.768774,6.5719314,10.060585,7.8562164,6.1165223,5.7687087,8.15024,9.313255
10.163757,11.624781,18.931393,9.7127905,10.4552555,7.005148,14.086746,11.253414,11.714336,6.8938746,10.8987465,16.583908
15.583924,15.2352915,13.368273,7.3187613,18.13215,9.364782,5.60137,2.4723866,15.549312,6.491741,8.770973,7.386035
12.788143,23.133566,9.487729,11.799964,6.7818356,11.487687,6.942929,14.180594,12.928824,14.614122,11.219818,13.034471
7.1730146,4.995863,4.0589914,8.011309,8.872536,13.041604,6.9301763,6.3824353,3.248312,6.3012953,5.4539924,8.494564
4.538953,4.4997306,6.5821056,11.579788,9.235851,8.994176,8.377343,6.76932,11.226654,6.8713117,8.571258,8.789451
13.7474375,12.488706,8.422956,10.895831,9.891215,8.858732,16.414923,12.267581,6.541153,5.788845,15.077862,19.353077
22.21476,16.275372,13.237058,17.662432,21.320698,14.055315,7.319233,9.620172,10.454376,20.06816,13.399658,20.062471
3.5598233,6.2410583,2.7949219,3.264304,8.384692,4.594995,6.6114755,2.8987458,6.984097,4.4640245,7.6084766,8.804782
4.940673,5.5259237,7.313458,6.35418,4.922552,2.2774823,1.6487323,3.8279755,9.416192,4.6493993,2.4137142,8.647193
6.764088,16.282969,5.709855,10.844544,8.672885,15.044332,14.743556,7.8188825,6.70193,5.8878155,13.462977,15.920526
8.84389,9.577451,12.094998,10.658525,13.649828,11.290028,5.9419947,14.505514,10.906171,8.4704075,16.135042,15.578572
29.536945,14.747235,20.5465,20.81558,18.232876,25.610811,22.453856,13.580453,11.56021,13.610708,17.058853,15.58484
7.4684033,7.380584,11.917422,5.278586,7.2292523,3.8908474,6.2764816,6.2104025,4.496386,5.2482843,5.2106385,5.964403
10.938622,14.10273,9.0918865,10.158354,8.4427595,9.830401,5.1260223,16.670832,9.449683,7.4697456,9.563108,11.567711
13.509545,12.282952,9.386983,17.298435,15.52848,7.4915476,3.7890456,9.584616,8.8893795,10.877756,7.0496683,10.365609
17.715096,14.434324,13.790502,16.427729,12.321421,18.468493,22.71288,19.518057,10.950919,12.011784,20.056923,20.042637
9.00968,12.789746,12.890097,11.559948,9.946734,9.109521,8.764601,13.5550785,11.54307,10.041345,9.510712,16.301548
12.450859,12.205702,11.587168,6.5865836,14.328912,5.5678334,9.420749,13.970522,10.617752,7.776422,9.778224,20.092422
9.849571,9.939458,12.779818,14.893124,12.300492,8.488515,8.719398,10.550248,9.790319,7.6240063,11.791995,10.888095
13.580455,12.875631,11.548931,12.838825,9.07894,15.332157,16.274376,10.062806,10.7781725,9.0899935,14.848751,18.790672
10.857634,8.576805,8.6571045,6.0646496,3.3668296,7.2744994,10.5265465,2.5285118,5.440177,10.022693,6.8936734,5.9872093
18.623661,15.230748,14.266892,21.659908,21.390718,11.981281,11.138078,15.703743,19.88711,20.073515,19.875471,18.317709
19.857513,19.27722,9.544553,6.661681,12.156504,9.838313,13.106385,14.398488,4.1035943,14.019708,13.375144,17.896671
11.3159275,12.353966,10.5894375,11.565485,9.938975,14.973641,13.388882,8.30905,5.8880587,10.829072,11.012207,13.058142
18.349241,9.2646,11.969945,11.222657,10.939368,7.089031,8.662767,9.708776,10.373145,16.189562,11.143705,12.96728
11.636307,12.063201,10.764009,11.439553,5.8085976,23.466997,10.396703,8.420548,8.848086,12.536763,17.02184,13.284439
5.3348637,5.7559814,8.545396,6.712456,4.0337887,5.2407866,9.425857,3.2187269,9.178709,7.8160386,6.600036,3.505006
18.191814,15.701371,11.854691,7.8118954,13.736882,11.568418,8.95943,7.418372,9.74577,11.090757,11.574626,12.63441
7.90791,7.8636055,6.202391,4.927512,11.686435,6.498683,7.1716676,19.379677,3.6815586,8.214776,9.670508,19.553783
8.846434,10.632895,11.01981,10.2065325,8.620581,12.103541,10.761936,11.043111,7.481693,7.0193477,13.560132,18.20362
14.146465,13.978548,11.521115,13.487221,9.270198,12.913046,11.563892,11.66732,7.4671645,14.817637,13.930475,13.010775
6.3528533,9.974009,8.5502825,18.223064,5.380815,1.8971561,26.841124,9.473674,4.841688,8.691104,15.128058,19.998775
15.36968,14.738414,6.863085,9.301424,14.977277,7.7461805,9.12012,13.357372,10.091368,16.057713,11.748101,15.339373
11.895424,13.757222,13.124869,6.5530915,10.6164875,17.02605,11.949745,10.711249,9.479264,11.627784,11.85349,17.693266
4.396473,10.8681555,5.083903,4.0351157,4.433529,9.878504,10.477787,5.0823016,4.8796535,9.530678,9.938412,7.6520863
15.282638,14.911364,10.316861,10.665984,9.04683,11.073368,9.330244,11.696654,7.356123,7.6177206,10.92257,19.957317
16.361012,12.03827,10.40556,10.069659,9.011557,8.524759,5.988283,16.781755,8.009307,9.76829,12.449128,20.083979
13.326275,12.016115,14.46756,13.218075,11.683319,18.72062,20.195848,11.397021,6.12785,12.026876,13.036407,20.072247
6.8074446,10.416126,9.100204,5.5489273,2.8093488,5.140982,4.2541184,6.0093365,4.4072986,3.5792804,11.378752,10.268751
15.17475,17.545673,9.910732,6.077413,7.451345,9.2354,10.54203,9.6834135,10.920569,11.832376,14.946815,11.967055
5.6366396,6.398862,6.710388,3.4199603,4.849094,3.398262,2.8291175,1.9728069,9.406849,5.2426577,3.2413325,4.8926096
8.869829,15.944328,10.267355,14.656444,8.888951,16.369942,11.103715,9.454202,9.49336,6.6958003,12.550139,14.823215
13.695216,15.26807,9.851302,12.163458,7.230983,12.255533,14.895468,7.298877,5.0014086,10.18769,8.570993,12.551237
2.3707561,2.9017634,6.8389406,4.6538506,6.033812,9.170043,7.8349643,4.2311206,12.013824,10.739244,8.571852,5.862848
3.4464066,7.496963,7.6338215,4.9231167,3.1036348,4.583882,5.785674,5.1825686,4.144743,4.068945,4.98099,4.1361012
10.671919,14.735658,8.426941,14.162171,11.570838,13.841872,16.153425,10.094957,11.485968,13.993448,14.754553,17.97865
12.4235325,14.094945,8.249136,11.619819,8.88484,14.432665,13.398612,12.739119,9.019844,8.344417,13.724242,16.192043
8.622519,8.43285,7.6922736,12.319912,14.450569,7.6746383,12.154179,7.1092415,7.4010305,6.907543,11.056898,18.832533
7.817664,4.3194737,11.043933,9.485794,5.4801345,4.401481,3.8182645,6.985074,3.8535292,4.73521,1.3422325,8.409675
24.04679,26.730686,19.994034,23.249266,12.981707,23.24575,11.395516,14.915718,17.140268,16.458979,11.5373955,19.737303
16.143135,15.212736,8.627955,7.091229,12.093694,9.9672785,8.888202,7.6054955,8.699208,9.641183,9.797751,11.019954
16.811253,13.894236,12.287253,6.487611,9.155989,8.514773,13.133077,15.196996,6.203093,7.5161643,12.877492,13.215603
30.10025,28.694489,27.3387,20.959938,19.21665,24.359823,20.687336,17.104385,20.07089,20.071646,15.446874,20.07792
16.058577,10.871654,11.193926,13.104166,16.02942,13.363419,10.362043,12.941382,8.576759,8.696218,10.229665,20.009169
5.324669,15.7847185,7.3159113,6.0050354,7.0326834,12.792559,11.526337,8.986389,7.2419777,10.820601,11.245371,13.940948
21.473253,19.985802,10.0862,11.572813,9.6005745,10.350125,18.463934,17.527872,4.3911386,7.9468026,17.776068,14.097196
18.11068,19.81251,13.139862,11.787672,6.0143323,13.468802,15.630372,12.880381,11.209304,12.183433,14.998857,14.676805
18.023882,11.646419,7.1661787,8.64842,15.876946,15.370879,12.995289,10.271181,5.2295465,17.004429,10.575876,18.186
4.343453,9.372497,5.844615,4.45473,9.929751,6.0179057,2.8852828,10.4661665,12.364251,2.7825744,3.1373832,3.4900434
